timestamp,open,high,low,close,volume
2024-03-01T00:00:00,61130.990000,61749.000000,60777.000000,61105.910000,6345.576410
2024-03-01T04:00:00,61105.920000,61772.820000,61061.110000,61434.000000,5719.405040
2024-03-01T08:00:00,61434.000000,62243.530000,61316.670000,61863.720000,8452.279910
2024-03-01T12:00:00,61863.710000,62677.060000,61131.010000,61263.990000,9971.279050
2024-03-01T16:00:00,61263.980000,62494.310000,61234.000000,62215.500000,7886.355740
2024-03-01T20:00:00,62215.510000,63114.230000,62215.500000,62387.900000,9363.038580
2024-03-02T00:00:00,62387.900000,62433.190000,61949.030000,62307.450000,5441.913240
2024-03-02T04:00:00,62307.450000,62307.450000,61752.300000,62011.850000,4846.355120
2024-03-02T08:00:00,62011.850000,62123.000000,61641.100000,61826.320000,4411.571890
2024-03-02T12:00:00,61826.320000,62167.790000,61561.120000,61771.200000,4301.350840
2024-03-02T16:00:00,61771.210000,62114.770000,61625.000000,62114.770000,3418.287950
2024-03-02T20:00:00,62114.760000,62200.000000,61685.010000,61987.280000,3115.257550
2024-03-03T00:00:00,61987.280000,62000.000000,61642.390000,61931.090000,3127.099060
2024-03-03T04:00:00,61931.090000,62100.000000,61320.000000,61598.000000,4831.457610
2024-03-03T08:00:00,61598.010000,61890.960000,61393.830000,61831.100000,3942.853610
2024-03-03T12:00:00,61831.100000,62640.180000,61821.090000,62164.630000,6685.905150
2024-03-03T16:00:00,62164.630000,62989.000000,62088.000000,62730.000000,5623.123180
2024-03-03T20:00:00,62730.000000,63231.880000,62580.000000,63113.970000,4784.470420
2024-03-04T00:00:00,63113.970000,64268.240000,62300.000000,63458.720000,12563.712910
2024-03-04T04:00:00,63458.710000,64300.000000,63210.000000,64066.620000,6654.962370
2024-03-04T08:00:00,64066.620000,65555.000000,64000.110000,65230.000000,16002.480760
2024-03-04T12:00:00,65229.990000,66580.290000,64533.670000,66451.650000,16689.802300
2024-03-04T16:00:00,66451.650000,67524.990000,66039.310000,67405.260000,17313.106250
2024-03-04T20:00:00,67405.250000,68499.000000,66755.790000,68245.710000,15611.095460
2024-03-05T00:00:00,68245.710000,68686.800000,67535.310000,68113.940000,11448.263180
2024-03-05T04:00:00,68113.950000,68384.540000,65089.000000,66129.640000,17780.290580
2024-03-05T08:00:00,66129.640000,67150.000000,65515.150000,66656.310000,11938.908630
2024-03-05T12:00:00,66656.320000,69000.000000,66370.000000,66773.050000,22508.230860
2024-03-05T16:00:00,66773.050000,66996.360000,59005.000000,61410.980000,42797.378950
2024-03-05T20:00:00,61410.980000,64367.270000,61167.910000,63724.010000,26223.709100
2024-03-06T00:00:00,63724.010000,64146.450000,62779.140000,63263.210000,9495.886920
2024-03-06T04:00:00,63263.220000,66761.100000,63263.210000,66676.460000,15208.160620
2024-03-06T08:00:00,66676.460000,67641.100000,66041.630000,67301.310000,14316.877450
2024-03-06T12:00:00,67301.310000,67592.310000,64664.920000,66481.120000,21399.964240
2024-03-06T16:00:00,66481.120000,67465.000000,66221.100000,66739.480000,10674.762190
2024-03-06T20:00:00,66739.490000,67363.580000,65714.170000,66074.040000,7643.203490
2024-03-07T00:00:00,66074.040000,66467.880000,65551.000000,65847.290000,7749.003120
2024-03-07T04:00:00,65847.300000,66469.050000,65657.590000,66387.780000,6679.106190
2024-03-07T08:00:00,66387.770000,67275.200000,66341.110000,66905.340000,8562.662300
2024-03-07T12:00:00,66905.340000,67899.000000,66541.100000,67260.010000,13605.466450
2024-03-07T16:00:00,67260.010000,67980.000000,67012.000000,67498.020000,9547.444990
2024-03-07T20:00:00,67498.030000,67914.740000,66810.320000,66823.170000,6916.203850
2024-03-08T00:00:00,66823.180000,67256.180000,66757.000000,67156.090000,5636.131310
2024-03-08T04:00:00,67156.090000,67640.450000,66782.220000,67223.020000,5528.837780
2024-03-08T08:00:00,67223.020000,67753.400000,67038.710000,67741.210000,6407.546950
2024-03-08T12:00:00,67741.220000,69990.000000,67150.000000,67617.600000,22754.678982
2024-03-08T16:00:00,67617.600000,68864.000000,66082.660000,68863.990000,22384.901450
2024-03-08T20:00:00,68864.000000,69379.000000,67807.580000,68124.190000,11549.836370
2024-03-09T00:00:00,68124.200000,68279.000000,67861.100000,68247.340000,3976.428640
2024-03-09T04:00:00,68247.340000,68541.100000,68133.270000,68288.640000,3391.799590
2024-03-09T08:00:00,68288.640000,68453.120000,67933.930000,68299.990000,4166.264100
2024-03-09T12:00:00,68300.000000,68521.100000,68100.010000,68288.200000,3154.119410
2024-03-09T16:00:00,68288.190000,68325.000000,68000.000000,68193.510000,3079.824880
2024-03-09T20:00:00,68193.510000,68433.170000,68193.510000,68313.270000,2104.460810
2024-03-10T00:00:00,68313.280000,69216.000000,68200.000000,69136.790000,7144.080300
2024-03-10T04:00:00,69136.780000,69659.470000,69024.620000,69347.160000,5397.015260
2024-03-10T08:00:00,69347.160000,69887.610000,69162.000000,69568.460000,7712.187190
2024-03-10T12:00:00,69568.450000,69833.330000,68641.100000,69194.830000,8240.591150
2024-03-10T16:00:00,69194.830000,69768.580000,69111.890000,69400.190000,4006.355720
2024-03-10T20:00:00,69400.190000,69470.010000,68094.750000,68955.880000,5904.438730
2024-03-11T00:00:00,68955.880000,68955.900000,67024.960000,68604.420000,9122.597670
2024-03-11T04:00:00,68604.410000,71298.000000,68445.910000,71019.990000,17348.195928
2024-03-11T08:00:00,71019.990000,72226.300000,71019.990000,71487.200000,16023.350068
2024-03-11T12:00:00,71487.210000,72661.100000,71304.200000,72010.000000,15581.872268
2024-03-11T16:00:00,72010.010000,72800.000000,71760.000000,71970.000000,11603.115722
2024-03-11T20:00:00,71970.000000,72750.000000,71836.360000,72078.100000,5613.694070
2024-03-12T00:00:00,72078.100000,72470.410000,71400.000000,71619.000000,6941.419730
2024-03-12T04:00:00,71619.000000,72355.150000,71301.000000,72121.100000,6922.606600
2024-03-12T08:00:00,72121.100000,72376.000000,71388.000000,72023.820000,7323.429790
2024-03-12T12:00:00,72023.820000,73000.000000,70800.000000,71703.410000,17116.478251
2024-03-12T16:00:00,71703.410000,71829.110000,68620.820000,71349.990000,24015.907650
